Link,Month-Year,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation
Open,2023/10,10/26/2023 14:00,Denpasar,Bali,Indonesia,Sphere,UAP observing plane in Bali,Y,,
Open,2023/10,10/26/2023 11:30,Laughlin,NV,USA,Changing,Erratically moving in all directions but not really moving?,,Planet/Star?,
Open,2023/10,10/26/2023 07:20,Canton,GA,USA,Star,The light seemed to pulse a little. was ascending VERY slowly up then dimmed and ascended fast above cloud coverage out of sight.,,,
Open,2023/10,10/25/2023 20:10,Dover,TN,USA,Circle,In the sky on highway 79 heading towards Clarksville Tn,,,
Open,2023/10,10/25/2023 14:00,Eagar,AZ,USA,Cube,Caught on trail cam,Y,,
Open,2023/10,10/25/2023 02:55,colton,CA,USA,Light,"It was like two round green lights, not too high in the sky",,,
Open !,2023/10,10/24/2023 21:30,Deshler,OH,USA,Light,Bright rectangular light on the ground,,,
Open,2023/10,10/24/2023 20:58,Hallandale,FL,USA,Changing,Sitting on my terrace suddenly saw vertical blue light sky opened turned yellow path. Objects went up through portal/tunnel then closed,,Searchlight?,
Open,2023/10,10/24/2023 20:00,Stanion,Northamptonshire,United Kingdom,Light,Just out for a walk and looked up at first I thought it was the stars then realised there were lots of them in a row.,Y,Starlink,
Open,2023/10,10/24/2023 16:47,Chajari,Entre Ríos Province,Argentina,Triangle,We were outside when 2 black triangles with bright lights passed by. They stopped for 10 and 20 seconds and then left,Y,,
Open,2023/10,10/24/2023 12:35,Pasadena,CA,USA,Light,"One craft stopped and vanished, a second encircled the area while emitting flares",,,
Open,2023/10,10/24/2023 11:00,Pensacola,FL,USA,Unknown,Can only be seen when playing the videos in slow motion. It’s there then it’s gone in the blink of an eye even in slow motion.,Y,Bird,
Open !,2023/10,10/24/2023 09:33,Government Hill,AZ,USA,Triangle,Enormous white triangle craft with point straight down.,,,
Open,2023/10,10/24/2023 02:36,Christiansburg,VA,USA,Orb,It is bright and moving,,Planet/Star,
Open,2023/10,10/23/2023 20:32,Doyline,LA,USA,Orb,"Traveling along, a stationary orb of blue-white light was seen flashing into, and out of, sight. While in sight, it was very bright.",Y,,
Open,2023/10,10/23/2023 19:45,West Haverstraw,NY,USA,Light,"5 lights waiting lining up and hovering idle , waiting for 6th stray light for stray light",Y,Starlink?,
Open,2023/10,10/23/2023 19:45,West Haverstraw,NY,USA,Circle,String of aligned lights idle waiting for a stray light to catch up,Y,,
Open,2023/10,10/23/2023 19:30,Grayson,GA,USA,Circle,Blue Light standing still for at least 2 minutes and then went straight down and stopped and then went to left at a high rate of speed.,,,
Open,2023/10,10/23/2023 19:15,Khapa,Maharashtra,India,Circle,A UFO seen at evening by me and my friend,,Planet/Star?,
Open,2023/10,10/23/2023 19:00,Mountainair,NM,USA,Orb,One bright red and white pulsing light dividing into 3 separate lights and then blinking out.,Y,,
Open,2023/10,10/23/2023 18:29,Cottonwood,AZ,USA,Orb,"Solid white glowing silent orb, traveling E to N with no aircraft of any kind in the area",Y,,
Open,2023/10,10/23/2023 17:41,Ciudad Obregón,Sonora,Mexico,Cylinder,"Type of cylinder with a propeller, first it was coming down, then it rose and disappeared.",Y,Drone?,
Open,2023/10,10/23/2023 17:40,Ciudad Obregón,Sonora,Mexico,Cylinder,"It looked like a kind of cylinder. At first, it was descending, but then it started to rise again.",,,
Open,2023/10,10/23/2023 10:25,San Francisco,CA,USA,Oval,Could not see this with the naked eye. I believe it was in an infrared spectrum because phone cameras pick up infrared.,Y,Camera Anomaly?,
Open,2023/10,10/23/2023 07:44,Beaver Falls,PA,USA,Formation,"Was logging in the area, thought it was logger’s equipment",,,
Open !,2023/10,10/23/2023 03:30,Airborne (Oman),,Oman,Light,Observed steady lights at high altitude at a specific location in the sky.,Y,,
Open,2023/10,10/23/2023 00:36,Newport Beach,CA,USA,Light,A giant circle shaped flash appeared in the sky looking like a blink or turning a lamp on and off.,Y,,
Open,2023/10,10/23/2023 00:00,Philadelphia,PA,USA,Light,lights circling in the sky then went in different directions.,Y,Searchlight,
Open,2023/10,10/22/2023 23:00,Middletown,OH,USA,Orb,I witness a circular grouping of faint orbs.,,,
Open,2023/10,10/22/2023 22:31,Poolewe,Highland,United Kingdom,Changing,Me and my cousin were on a walk when we both noticed a very bright light then lots of little ones the big light kept changing sizes,Y,,
Open,2023/10,10/22/2023 20:15,Nampa,ID,USA,Light,Long stream of bluish Points of Light moving at a rapid speed across the sky between cloudbreaks,,,
Open,2023/10,10/22/2023 19:45,Oviedo,FL,USA,Diamond,It was more of an upside down pear shape. About 75 ft in the air.,,,
Open,2023/10,10/22/2023 16:37,Sitka,AK,USA,Diamond,"we went on an excursion to the Raptor Center, Sitka National Historic Park and Fortress of the Bears and somewhere in between them",Y,Bird,
Open,2023/10,10/22/2023 15:50,Bellbrook,OH,USA,Orb,3 orb-shaped white/silver objects that joined as one,,,
Open,2023/10,10/22/2023 14:48,Limerick,County Tipperary,Ireland,Unknown,"Walking my dogs in mountains, took photo of them, later noticed craft above clouds while looking at photo",Y,,
Open,2023/10,10/22/2023 04:34,Hollywood,CA,USA,Other,Entity was seen,,,
Open,2023/10,10/22/2023 04:29,Fitchburg,MA,USA,Star,"I’ve seen this happen more than once in past 3 months. The best way I can describe this is traveling stars,",,Satellite?,
Open !,2023/10,10/22/2023 03:30,Avondale,TX,USA,Triangle,Slow flying and rotating huge Triangle,Y,,
,2023/10,,,,,,,,,
Open,2023/09,09/30/2023 22:04,South Haven Michigan,MI,USA,Circle,"It was a clear night, full moon, what appeared to be two stars very bright in the sky, standing still, then started to move slowly",Y,,
Open,2023/09,09/30/2023 22:02,Spokane,WA,USA,Light,"One bright, shiny fuzzy spark JRA...just rolling along",,,
Open,2023/09,09/30/2023 21:46,Huron,OH,USA,Orb,"While seated fishing, I noticed a red circle shaped object just to the right of the moon moving ene to wsw.",,,
Open !,2023/09,09/30/2023 21:45,Rapid City,SD,USA,Chevron,Large Boomerang shape UFO with no lights flew over our house,,,
Open,2023/09,09/30/2023 21:40,Chattanooga,TN,USA,Sphere,"Glowing, bright, small, silent floating orb. About the size of a softball.",,,
Open,2023/09,09/30/2023 21:00,Gettysburg,PA,USA,Disk,blinking object seen racing around in sky,Y,,
Open,2023/09,09/30/2023 20:35,Gaffney,SC,USA,Circle,A cell phone image that appears to show 7-8 people standing in the street with their heads down. The image was taken on I-75,Y,Camera Anomaly,
Open,2023/09,09/30/2023 20:30,Rice,VA,USA,Disk,"Flying disc, thought was a shooting star, lights on the side, it began to rotate and move in front of me through the sky.",,,
Open,2023/09,09/30/2023 20:15,Fontana,CA,USA,Fireball,"I was driving out my street when I realized two very bright lights , looking as if one was following the other",Y,,
Open,2023/09,09/30/2023 20:11,Edgerton,MO,USA,Formation,We were watching the tree line where flying objects had been coming from..,Y,,
Open,2023/09,09/30/2023 20:07,Panama City Beach,FL,USA,Changing,"Was UFO watching at my house awaiting my friend to show up to join, when I saw them. They were in a line and appeared off-set",Y,,
Open !,2023/09,09/30/2023 19:28,Pasadena,MD,USA,Light,Driving in my neighborhood I saw bright circular lights over the houses. They began to make formations and slowly dim away one by one,Y,Flares?,
Open,2023/09,09/30/2023 19:21,Madison,WI,USA,Light,I was on my porch and I looked up. I seen a very bright light flying just underneath a airplane blinking. This craft was traveling East,Y,,
Open,2023/09,09/30/2023 16:44,Rovinj,,Croatia (Hrvatska),Unknown,Took a picture oft the landscape and thought we captured a Bird or a moth. But looks weird and metallic,Y,Insect,
Open,2023/09,09/30/2023 16:22,Ermelo,Gelderland,Netherlands The,Cube,Strange flying object that was flying really fast.,Y,,
Open,2023/09,09/30/2023 16:12,Ermelo,Gelderland,Netherlands The,Circle,Very fast blue light,,,
Open,2023/09,09/30/2023 16:11,Ermelo,Gelderland,Netherlands The,Cigar,"Bright flashes coming from cigar formed object. Hovering for 20 seconds, then for 10 seconds moving fast across the sky",,,
Open,2023/09,09/30/2023 16:00,Brentwood,TN,USA,Egg,With it being Clear Skies it caught my eye as I was returning to my truck and it just sit in one spot not moving,Y,,
Open !,2023/09,09/30/2023 14:50,Clyde,NC,USA,Rectangle,Me and my family saw a large rectangular reflective craft above our house for about 20-30 seconds.,,,
Open,2023/09,09/30/2023 08:43,HALNDLE BCH,FL,USA,Diamond,Saw what looked like a bright slow moving light. Upon magnification at 100x it was changing shape and color.,,,
Open,2023/09,09/30/2023 03:18,Boulder,CO,USA,Orb,A,Y,,
Open,2023/09,09/30/2023 02:46,Forest City,NC,USA,Triangle,I've been seeing these for months. It's triangular in shape with red and sometimes white,Y,,
Open,2023/09,09/30/2023 00:08,Cuba,MO,USA,Light,A light across the sky at high speed,,,
Open,2023/09,09/29/2023 23:50,Otter creek township,PA,USA,Orb,Watch a bright orb that then just vanished like a light switch being turned off. It returned 5 minutes later and slowly faded out.,,,
Open,2023/09,09/29/2023 23:00,Victor,NY,USA,Disk,"Bright light appeared in sky, too bright to be a star. I used my 90MM telescope and observed 2 disk/saucer shaped crafts with windows",Y,Planet/Star?,
Open,2023/09,09/29/2023 22:23,Río San Juan,María Trinidad Sánchez Province,Dominican Republic,Unknown,Some kind of rocket? I couldn’t explain it.,Y,Rocket,
Open,2023/09,09/29/2023 22:00,Zack,VA,USA,Formation,A string of lights moving in a tight serpentine manner before rapidly disappearing upwards.,,,
Open,2023/09,09/29/2023 21:30,Kent,WA,USA,Fireball,"Two undulating or ""playful"" fireballs",Y,,
Open,2023/09,09/29/2023 21:20,Canton,GA,USA,Light,Watched 20 balls of light one after another spaced around 5 seconds apart fly and then disappear,,,
Open,2023/09,09/29/2023 20:05,Gadsden,AL,USA,Fireball,Firey orb flying straight,Y,,
Open,2023/09,09/29/2023 19:47,Harden,Bradford,United Kingdom,Other,Saw it. Took a picture,Y,,
Open,2023/09,09/29/2023 18:52,Glendale,AZ,USA,Sphere,"first we thought it was a meteor, as it appeared to be burning, but it moved in different directions, not straight down, split into two",Y,,
Open,2023/09,09/29/2023 18:30,Epping,NH,USA,Other,"Five family members observed black, S-shape object, rotating counter-clockwise, due east, over Epping,NH.",Y,Balloon?,
Open,2023/09,09/29/2023 17:33,Fort Collins,CO,USA,Sphere,I was laying in the grass when a white sphere started darting across the sky. My friend saw it as well and it appear to be unaffected.,,,
Open,2023/09,09/29/2023 11:45,New Iberia,LA,USA,Triangle,Met with other lights,,,
Open,2023/09,09/29/2023 10:10,Enterprise,NV,USA,Teardrop,UFO hovering above Enterprise motionless,,,
Open,2023/09,09/29/2023 09:13,Cincinnati,OH,USA,Triangle,We saw 3 bright orange lights in different areas creating the shape of a traingle rapidly moving in different directions.,,,
Open,2023/09,09/29/2023 09:02,SomerSet,WI,USA,Sphere,"A 1' diameter, matte chrome, opaque sphere hovering between the Highway, reported to the local police department that day",,,
Open,2023/09,09/29/2023 08:46,Athens,GA,USA,Changing,"Clear circular object with two bright, silver dots on either side. Dropped down in sky, left short contrail and one dot disappeared.",,,
Open,2023/09,09/28/2023 21:23,Dallas,FL,USA,Orb,Saw 3 bright orbs stationary in sky while landing at DFW,Y,Aircraft,
Open,2023/09,09/28/2023 20:56,Fuerteventura,,Spain,Circle,"I didn't actually spot the object, i took a picture above the clouds just as you would i guess, i looked at the picture when i got home",Y,Camera Anomaly,
Open !,2023/09,09/28/2023 20:50,Folsom/El Dorado Hills,CA,USA,Orb,Orange orb chased away by airplanes,,,
Open,2023/09,09/28/2023 15:59,Milwaukie,OR,USA,Circle,UAP fly by 6 F-18s in formation,Y,Bird?,
Open,2023/09,09/28/2023 14:06,Babb,MT,USA,Sphere,"Reviewing videos to take screen shots, slowed the video down and saw a spec/sphere move across the video following a flight path.",Y,,
Open,2023/09,09/28/2023 12:47,San Antonio,TX,USA,Circle,A real life ufo (flying saucer ) was flying fast in the sky and it stopped,Y,,
Open !,2023/09,09/28/2023 12:15,Butte,MT,USA,Cube,Cube shaped item w no visible propulsion means. Followed shortly thereafter by three jets,,,
Open,2023/09,09/28/2023 05:00,Naples,FL,USA,Circle,Unknown lights,Y,,
Open,2023/09,09/28/2023 04:23,Spokane,WA,USA,Flash,A light show in the early morning hrs...wow,,,
Open,2023/09,09/28/2023 04:20,West Deptford,NJ,USA,Sphere,UAP steady on the sky for 14 minutes of my driving .,Y,Planet/Star,
Open,2023/09,09/27/2023 20:02,Amarillo,TX,USA,Disk,I spotted a bright light in the sky driving home and pointed a security camera towards it when i got home.,Y,,
Open,2023/09,09/27/2023 18:16,Cambridge,OH,USA,Teardrop,High speed UFO Sighting,Y,,
Open,2023/09,09/27/2023 17:44,Southbury,CT,USA,Unknown,12 aircraft being led by one,Y,,
Open,2023/09,09/27/2023 15:00,perth,Western Australia,Australia,Diamond,"beige/yellowish fabric object, moving like jelly fish swimming in the sky above trees and then disappeared",,,
Open,2023/09,09/27/2023 08:45,cashtown/ortanna,PA,USA,Other,we seen a tiny funnel and then a giant shadow walk 5 steps across the sky on the way to work,,,
Open,2023/09,09/27/2023 06:55,oklahoma city,OK,USA,Unknown,"There are two stationary very bright lights, in line in east to west,...are not stars. I have lived here 25 yrs-never been there.",Y,Planet/Star?,
Open,2023/09,09/27/2023 02:30,Corsicana,TX,USA,Cross,There is one solid light that stays strong with 4 lights that slowly brightens and fades yet holds position,,,
Open,2023/09,09/26/2023 22:50,North Bellmore,NY,USA,Orb,Bright light that changed color and faded on and off.,Y,,
Open,2023/09,09/26/2023 20:35,Salt Lake City,UT,USA,Circle,Object seen going from the south to the north east,,,
Open,2023/09,09/26/2023 19:26,Atchison,KS,USA,Orb,Small orange orb gaining very fast diagonal altitude and pausing for a second about 5 times before speeding west over head.,,,
Open,2023/09,09/26/2023 19:22,Ottawa,ON,Canada,Disk,"As I was on a ride home from college, I testing out my new iPhone camera, I noticed a light that changed colors and was moving fast.",Y,,
Open,2023/09,09/26/2023 00:30,Milton Keynes,Buckinghamshire,United Kingdom,Orb,3 bright orbs observed for 8 -10 minutes,Y,,
Open,2023/09,09/25/2023 22:51,Edgerton,MO,USA,Orb,The object doesn't move like an airplane it appears as a spinning ball of light.,Y,,
Open,2023/09,09/25/2023 21:45,Eaglesham,East Renfrewshire,United Kingdom,Egg,"A bright big white/ yellow moon like craft hovering in the sky. When spotted me started moving towards me, i had to run.",,,
Open,2023/09,09/25/2023 21:11,Rollinsville,CO,USA,Formation,6 rectangular lights in a straight line moving across the sky,,Starlink,
Open,2023/09,09/25/2023 20:50,Lowestoft,Suffolk,United Kingdom,Light,2 dark orange or orange red lights moving behind the tree close to my garden from right to left.,,,
Open,2023/09,09/25/2023 19:30,Tucson,AZ,USA,Star,"Initially 3 objects moving from 45 degrees, WNW, angling out in different directions. Then up to 10, from same spot moving to SE.",,,
Open,2023/09,09/25/2023 19:04,Upper Kingsclear,NB,Canada,Triangle,Triangular shape with bright sphere at top point of triangle. Stagnant.,Y,,
Open,2023/09,09/25/2023 18:55,mason city clear lake area,IA,USA,Light,A general summary over the years,,,
Open,2023/09,09/25/2023 15:30,Estes Park,CO,USA,Disk,Photographed an unidentified flying object,Y,Bird,
Open,2023/09,09/25/2023 09:54,Delta Township,MI,USA,Star,Stationary save for recording. Appeared again the next evening. Fast moving cloud also appeared witha light flash in middle,,,
