Link,Month-Year,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation
Open,2023/12,12/23/2023 03:20,Brookhaven,NY,USA,Light,"2 very fast/swift moving lights sometimes stationery, moving independently of each other but close together.",Y,,
Open,2023/12,12/22/2023 05:30,Lexington,NC,USA,Light,My brother and I saw a large reddish-white light over the lake. It increased in brightness and then shot off to the east extremely fast,,,
Open,2023/12,12/22/2023 02:52,Ridge,MD,USA,Cube,"Multiple crafts moving in all directions observed taking off at very high speed. Square craft with 4 lights, 1 light in each corner.",,,
Open,2023/12,12/21/2023 19:00,Plantation,FL,USA,Orb,Several orbs fly above my home every night beginning at 6:30-7pm. When it starts to get dark. One hovered right above my roof today,Y,,
Open,2023/12,12/21/2023 16:35,Newton,MA,USA,Teardrop,"Looked kind of like a whisp of smoke, but it kept its shape for over 25 minutes and moved west faster than we did while in a car.",Y,Contrail,
Open,2023/12,12/21/2023 16:30,Stratford,CT,USA,Cigar,Long cigar tubular craft with odd propulsion,Y,Contrail,
Open,2023/12,12/21/2023 04:50,Patchogue,NY,USA,Orb,"Large circular bright white light quickly crosses sky heading for land, with no light trail behind it.",,,
Open,2023/12,12/20/2023 20:57,Lobethal,South Australia,Australia,Triangle,Noticed stationery object in break of clouds and then cloud disturbance.,Y,,
Open,2023/12,12/20/2023 20:00,Cupar,Scotland,United Kingdom,Unknown,Light that would change directions and accelerate rapidly,,,
Open,2023/12,12/20/2023 17:35,Wimberley,TX,USA,Sphere,Spinning object in the sky,Y,,
Open,2023/12,12/20/2023 17:23,Liberty Township,PA,USA,Oval,"It was chrome oval shaped like an egg, hovering over the farm land then instantly gone",,,
Open,2023/12,12/20/2023 05:30,Norwalk,OH,USA,Sphere,"Strange orb, light with blue and white lights, hovering in air, looking like it’s separates in the two or three lights back into one",Y,Planet/Star?,
Open !,2023/12,12/20/2023 03:00,Horace,KS,USA,Unknown,4 white lights of changing intensity resembling stars moving in a portion of the night sky.,Y,,
Open,2023/12,12/20/2023 02:00,Irmo,SC,USA,Sphere,Stationery ufo object was viewed from the outside of home.,Y,Planet/Star,
Open,2023/12,12/19/2023 19:00,Nashville,TN,USA,Changing,Looked over at moon as plane went southwest turned to sit down and noticed object flashing in the sky,,,
Open,2023/12,12/19/2023 19:00,Compton,CA,USA,Circle,Was This The Moon?,,,
Open,2023/12,12/19/2023 18:24,Hope,ME,USA,Other,"A growing, lengthening shaft of light, that appeared to be going up in the sky (as opposed to the way a meteor moves).",Y,,
Open,2023/12,12/19/2023 06:53,Early,IA,USA,Unknown,"Changing Lights, odd directional changes",,Aircraft?,
Open,2023/12,12/19/2023 05:40,Arab,AL,USA,Orb,During my morning work I noticed a white orb moving from west to east.,Y,,
Open,2023/12,12/18/2023 23:15,Waterloo,IL,USA,Orb,"Viewer was driving home from work. Saw ""3 balls of light"" that fell amazingly fast towards the ground. Sighting lasted <5 seconds.",Y,,
Open,2023/12,12/18/2023 23:03,Hudson,FL,USA,Fireball,Red bulb of light that slowly faded to yellow and then to gray before floating there.,,Flares?,
Open,2023/12,12/18/2023 23:02,Murdock,FL,USA,Sphere,We saw an orangish sphere heading south then turning east.,,,
Open,2023/12,12/18/2023 20:35,Lebanon,OR,USA,Fireball,"What looked like a fireball was flying calmly, making sudden turns before abruptly disappearing.",,,
Open,2023/12,12/18/2023 17:15,Bastrop,LA,USA,Egg,2 objects seen. One larger than the other. Appeared to be on intersecting paths but disappeared,Y,Aircraft,
Open,2023/12,12/18/2023 16:57,Kelso,WA,USA,Disk,It was a black disc and it was moving fast around500 feet in the air.,Y,,
Open,2023/12,12/18/2023 16:46,Kelso,WA,USA,Disk,It was a black disc and it was moving fast.It was around feet 1000 in the air.,Y,,
Open,2023/12,12/18/2023 13:22,Mueang Chiang Rai,Chiang Rai,Thailand,Changing,Five flying objects on the sky.,Y,Bird?,
Open,2023/12,12/17/2023 23:00,Amsterdam,ID,USA,Sphere,White sphere darts across highway above car,,,
Open,2023/12,12/17/2023 20:30,Kiefer,OK,USA,Sphere,Fast flying sphere,,,
Open,2023/12,12/17/2023 19:05,Alton,England,United Kingdom,Light,Light in sky moving erraticly,,Searchlight,
Open,2023/12,12/17/2023 18:57,Vicksburg,MS,USA,Orb,Numerous Orbs high altitude and Fantastic speeds,Y,,
Open,2023/12,12/17/2023 15:00,Malibu,CA,USA,Chevron,"Boomerang shape craft appeared near bright white light over hill, then disappeared",,,
Open,2023/12,12/17/2023 05:10,Lynnwood,WA,USA,Triangle,"Seen a huge black boomerang shaped craft flying low from east to west , very little sound",Y,Aircraft?,
Open !,2023/12,12/16/2023 22:45,Little Rock,AR,USA,Light,5 Lights Moving Rapidly and Changing Direction,,,
Open,2023/12,12/16/2023 21:42,Fall City,WA,USA,Light,"Bright light moving in random directional order, enough so, that I am motivated to make this report. Video is 3 min 42 sec",,,
Open,2023/12,12/16/2023 21:08,Tacoma,WA,USA,Orb,5 or 6 linked orbs descending,,,
Open !,2023/12,12/16/2023 20:50,Ferndale,MI,USA,Sphere,A simple sighting which lasted one second.,,,
Open,2023/12,12/16/2023 18:15,Cabot,AR,USA,Orb,There was no real pattern in the movements other than being in 2’s.,Y,Searchlight,
Open,2023/12,12/16/2023 18:00,Harrison,NY,USA,Circle,"I was driving on I-684, I saw it coming towards me so I looked up,It flew over my car, I looked at it, It didn't appear to have wings.",,,
Open,2023/12,12/16/2023 15:30,Reading,PA,USA,Disk,Definitely caught my attention never seen something like that and flying in that matter plus as metallic glowing some think I’m crazy.,Y,Bird?,
Open,2023/12,12/16/2023 02:10,Tunkhannock,PA,USA,Flash,I saw a bright blue flash in the Eastern sky. 2 other people saw it as well.,,Lightning?,
,2023/12,,,,,,,,,
Open !,2023/11,11/30/2023 20:25,Denton,NE,USA,Unknown,I observed an aircraft with two bright lights to be stagnant and hovering over my pasture approximately 100' in the air.,,,
Open,2023/11,11/30/2023 19:13,Island Lake,ON,Canada,Orb,Multiple ufos,Y,Unexplained,
Open,2023/11,11/30/2023 19:00,Buckhead,GA,USA,Light,"Over a period of a couple hours my parents and I watched a distant light in the night sky make small, cyclical movements.",,,
Open,2023/11,11/30/2023 18:30,Helsingør,,Denmark,Cigar,"following a boeing 737, the ufo slithered in the sky like a snake, there were 4 pairs of red and green lights on the craft",,,
Open,2023/11,11/30/2023 18:04,Bowie,AZ,USA,Triangle,Driving down my road I was able to take a picture from my truck but it disappeared when I got out to take a better shot,Y,,
Open,2023/11,11/30/2023 17:26,Chorlton-cum-Hardy,England,United Kingdom,Orb,Cross shaped orb formation one leader orb very bright brighter than a star,,,
Open,2023/11,11/30/2023 16:59,Waddington,NY,USA,Orb,1 orange orb turned to 4,,Chinese Lantern,
Open,2023/11,11/30/2023 16:59,Gouverneur,NY,USA,Orb,One orb changing to 4 orbs from left to right 3 times 15 min apart,,,
Open,2023/11,11/30/2023 12:00,Ponte Vedra Beach,FL,USA,Cigar,"Saw two tictac shaped objects, silent from where I was, swimming backstroke. 3rd object came shortly after.",,Drone?,
Open,2023/11,11/30/2023 11:26,Woodstock,IL,USA,Formation,2 groups of 25silver lights with 1 above the other seen clearly the bottom group faded away before the upper group faded into bluesky.,Y,,
Open,2023/11,11/30/2023 06:20,Sterling,KS,USA,Orb,3 stationary larger lights in triangle shape with 5 smaller lights on the bottom,,,
Open !,2023/11,11/30/2023 03:10,Franksville,WI,USA,Orb,4 Objects Moving and Dimming On and Off,,,
Open,2023/11,11/30/2023 02:08,Dry Prong,LA,USA,Changing,In my video an object the the backyard,,,
Open,2023/11,11/29/2023 23:29,Bella Vista,New South Wales,Australia,Circle,"Two orbs of light, flying around then it disappears, and reappear once more. Flys in obscure patterns.",Y,Searchlight,
Open,2023/11,11/29/2023 22:04,Tyngsborough,MA,USA,Other,Took picture of moon with an object below.,Y,Planet/Star?,
Open,2023/11,11/29/2023 19:15,Groveland,MA,USA,Light,Straight line formation,,Starlink,
Open,2023/11,11/29/2023 18:34,Burrillville,RI,USA,Circle,8 white orbs came from horizon following each other straight up into the sky as far as I could see then disappeared,,Starlink,
Open,2023/11,11/29/2023 18:24,Reevesville,SC,USA,Orb,Fleet of blue orbs in front of passenger plane,,,
Open,2023/11,11/29/2023 17:42,Woodbury,MN,USA,Orb,Witnessed moving orange ball/orb moving and then disappeared,Y,,
Open,2023/11,11/29/2023 17:20,Valley Stream,NY,USA,Triangle,"Aircraft with unusual lights, triangular shape with 5 circular lights on the bottom, heading west.",,,
Open,2023/11,11/29/2023 17:00,Kensington,NH,USA,Circle,Rapidly changing altitude bright light,,,
Open,2023/11,11/29/2023 13:45,Fairmont,NC,USA,Other,Small light-colored object moving very fast then instantly disappeared.,,,
Open,2023/11,11/29/2023 12:55,Storm Lake,IA,USA,Unknown,"It looked like it could be a white hot air balloon, but very high- like a jet plane.",,Balloon?,
Open,2023/11,11/29/2023 11:50,Cape Girardeau,MO,USA,Changing,The shimmering silver cylinder was floating in the sky and faded in and out of sight as it rotated.,Y,,
Open,2023/11,11/29/2023 10:09,Longview,TX,USA,Light,"Bright light was seen moving rapidly back and forth, then vanished",Y,,
Open,2023/11,11/29/2023 10:00,Clinton,MA,USA,Sphere,My dad was driving me to work and he said what the hell is that and in the far distance there was a big shiny metal ball,,,
Open,2023/11,11/29/2023 04:54,Saluda,SC,USA,Changing,"Woke up on the couch in my living room, to seeing changing colors of light coming from above the house.",,,
Open,2023/11,11/28/2023 20:41,Alma,WI,USA,Triangle,I'm 34 and in the air force and I've never seen this craft before it wasn't a tr3b it was a unknown craft and only 9000 feet above me,,,
Open,2023/11,11/28/2023 20:01,Merriam,KS,USA,Triangle,On tape no aircraft but very large,,,
Open,2023/11,11/28/2023 19:55,Walzenhausen,Appenzell Ausserrhoden,Switzerland,Light,"For two nights in a row, multiple lights moving in a way human things can not",Y,,
Open !,2023/11,11/28/2023 19:14,Ridge,MD,USA,Other,Object hovered approx 1/2 mile above Potomac River,Y,,
Open,2023/11,11/28/2023 19:03,Gary,IN,USA,Orb,"Two Orbs Stationary, then One Moving Oddly",Y,Aircraft,
Open,2023/11,11/28/2023 18:25,Lawrence,MI,USA,Formation,Saw Formation of 6 UAPs in southwest Mi,,Flares?,
Open,2023/11,11/28/2023 14:11,Prescott Valley,AZ,USA,Circle,We noticed a silver circular craft moving East at a steady speed. It made 2 90 degree turns before disappearing behind clouds.,Y,,
Open,2023/11,11/28/2023 14:11,Prescott Valley,AZ,USA,Circle,"While in our yard we noticed a silver, round, craft moving East. It made 2 90 degree turns over a 30 second period.",Y,,
Open,2023/11,11/28/2023 13:43,North East,PA,USA,Orb,Seen on 95 south in northeast philly,Y,Starlink,
Open,2023/11,11/28/2023 06:18,San Francisco,CA,USA,Disk,I decided to film the morning sky and saw with my eye and both the camera the very fast flying dot through all the sky too fast.,Y,Starlink,
Open,2023/11,11/28/2023 06:13,New Lenox,IL,USA,Circle,Bright deep yellow sphere with red bottom with long yellow trailing tail in appearance of a fireball,,,
Open !,2023/11,11/28/2023 00:30,,Yucatan,Mexico,Diamond,Went to room to sit on balcony and spotted bright light moving very fast,Y,,
Open,2023/11,11/27/2023 20:15,Taylorsville,KY,USA,Light,"I saw first one, then 4-5 fuzzy lights that moved erratically, disappeared and reappeared several times.",,,
Open,2023/11,11/27/2023 17:46,Manteo,NC,USA,Light,I saw 3 lights staggered in distance coming from the north to the southeast,Y,,
Open,2023/11,11/27/2023 16:35,Brinnon,WA,USA,Light,"Three lights, stacked atop one another, white on top, then a slightly larger orange one, then another white, roughly 100 meters apart",,,
Open,2023/11,11/27/2023 13:05,Bandon,OR,USA,Cigar,It almost collided with the Coast Gaurd Helicopter,,,
Open,2023/11,11/27/2023 11:20,Gresham,OR,USA,Light,"White light in the sky. At first glance the light almost looked like a star seen during the day, however there were no other visible st",,,
Open,2023/11,11/27/2023 02:14,Baltimore,MD,USA,Other,"It is not a cloud, the image is faint and grows clearer. The top looks more profound and the bottom portion is smaller. it grows",Y,,
Open,2023/11,11/26/2023 22:45,Tallahassee,FL,USA,Chevron,"Arrowhead shaped object going directly west in the wnw area of the sky, very fast.",,,
Open,2023/11,11/26/2023 21:55,Casa Grande,AZ,USA,Light,I thought i saw a jet or satellite going N to S. It stopped then moved quickly and erratically.,Y,,
Open !,2023/11,11/26/2023 21:15,Thedford,NE,USA,Circle,3 lighted objects circling at high altitude that were both bright and dim,,,
Open,2023/11,11/26/2023 17:56,Battle Ground,WA,USA,Light,"On different occasions over the past week. 8-15 of the same lights. Some close together I groups, some spread apart. One flashed",Y,Starlink,
Open,2023/11,11/26/2023 14:30,Columbus,NM,USA,Oval,"Blimp or hot air balloon like object just below cloud line, never moved for 30 minutes. Dark to metalic depending on angle.",,,
Open,2023/11,11/25/2023 22:48,South Gate,CA,USA,Orb,"Stood out and behaved comparably different from birds, planes and balloon that happened to pass by.",Y,,
Open,2023/11,11/25/2023 21:41,Belen,NM,USA,Diamond,One Video it's Coming to my house. Next video it's there for several seconds LOUD BUZZING . 3rd video GONE Like Nothing.,Y,,
Open,2023/11,11/25/2023 21:18,San Jose,CA,USA,Circle,So I was working out and I know what a shooting star looks like and what I saw was not it it was bright white and no fire works were se,,,
Open,2023/11,11/25/2023 20:00,Lake Como,NJ,USA,Circle,When taking a picture of the moon I noticed a dark line in the sky. I snapped another pic and saw a red light at the end of the line,Y,,
Open,2023/11,11/25/2023 18:50,Friday Harbor,WA,USA,Circle,I was laying down on the ground and I saw what looked like a star and then it flashed and then it was gone.,,,
Open,2023/11,11/25/2023 18:30,Auburn,ME,USA,Disk,Glowing bluish white light M&M shaped object ~1 mile above Maine,,,
Open,2023/11,11/25/2023 17:40,Worcester,England,United Kingdom,Triangle,After seeing strange light in sky took these pics.,Y,Camera Anomaly,
Open,2023/11,11/25/2023 17:40,Worcester,England,United Kingdom,Triangle,Short version saw some strange lights in sky took some pics this is the result.,Y,,
Open !,2023/11,11/25/2023 13:22,Brinnon,WA,USA,Disk,"Taking picture of dog, raising camera to zoom object low high speed pass pushed shutter repeatedly got one image and was gone. Silent",Y,,
Open,2023/11,11/25/2023 09:59,Mount Hood,OR,USA,Cone,Saw static object while driving,Y,,
Open,2023/11,11/25/2023 04:30,Woodland,CA,USA,Circle,Light hovered in sky past 2 nights,,,
Open,2023/11,11/25/2023 00:10,Arlington,MA,USA,Triangle,Triangular shaped craft over Route 2,,Helicopter?,
Open,2023/11,11/24/2023 20:16,Las Vegas,NV,USA,Star,Keeps wiggling around in a tight little area and does not leave the same location next to the moon,,Planet/Star,
Open !,2023/11,11/24/2023 20:15,Dothan,AL,USA,Rectangle,"Blue rectangle appears above the trees, about 30' high, above us, and then shoots off to the West.",,,
Open,2023/11,11/24/2023 20:07,Chennai,Tamil Nadu,India,Disk,"It was noticed my a guy , like a light moving at same speed ,same distance and direction again and again and he informed everyone near",Y,Searchlight,
Open,2023/11,11/24/2023 18:30,Houston,TX,USA,Fireball,Firework flash of light,,,
Open,2023/11,11/24/2023 16:51,Nampa,AB,Canada,Light,Not sure what this is took the pic through the car passenger window,Y,Camera Anomaly,
Open,2023/11,11/24/2023 16:15,Mesa,AZ,USA,Circle,I saw a small black circle in the sky moving back and forth in the sky in a strange flight pattern.,,,
Open,2023/11,11/24/2023 14:00,Odell,IL,USA,Sphere,We saw a 10’ black ball off our right wing at 5500’.,Y,,
Open,2023/11,11/24/2023 11:05,Battle Ground,WA,USA,Triangle,Extremely shiny object in the sky,Y,,
Open,2023/11,11/23/2023 23:36,Puyallup,WA,USA,Light,Dazzling multicolored object,,Planet/Star?,
Open,2023/11,11/23/2023 21:30,Rodley,England,United Kingdom,Triangle,Black Triangular Flying Object with red /white lights moving slowly and heading north,,,
Open,2023/11,11/23/2023 21:26,Hartford,CT,USA,Triangle,Had no sound. All flew into the same direction,Y,,
Open,2023/11,11/23/2023 19:02,Montura,FL,USA,Light,lights in line moving slowly to the north. Very clear night. lights all dimmed together and whatever it was no longer visible.,Y,Starlink,
Open,2023/11,11/23/2023 18:30,Birkerød,,Denmark,Circle,"1-2 circles hovering close with 3 lights underneath, i think they had a dark color.",,,
Open,2023/11,11/23/2023 18:05,Buckley,WA,USA,Light,Saw slow moving red light with a bright white center which traveled from the northeast to southwest then disappeared suddenly,,,
Open,2023/11,11/23/2023 17:50,El Paso,TX,USA,Light,Two vertical red blinking lights with two horizontal blinking blue lights which took off towards the west at speed.,Y,,
Open,2023/11,11/23/2023 17:30,Bemidji,MN,USA,Light,White light,,,
Open,2023/11,11/23/2023 15:09,Conway,SC,USA,Circle,"Happened to see them, 3 white lights, 1 red",Y,Bird?,
Open,2023/11,11/23/2023 14:15,Dallas,TX,USA,Other,"Very large, 3 pronged, sometimes looking pretzel-shaped, moved in one direction, then hovered in clouds for 10 minutes before I left",Y,Balloon,
Open,2023/11,11/23/2023 13:23,Naoma,WV,USA,Other,"UFO sighting at 1:23 pm eastern time, November 23, 2023.",Y,Aircraft?,
Open,2023/11,11/23/2023 02:41,Grand Island,NY,USA,Chevron,Object with flashing lights takes off. Vertically makes unnatural course correction.,Y,,
Open,2023/11,11/23/2023 01:40,Freiburg im Breisgau,Baden-Württemberg,Germany,Orb,Three orbs flying in different directions,,,
Open,2023/11,11/22/2023 22:00,Hillsboro,IL,USA,Circle,Lights rotating in a circle,,,
Open,2023/11,11/22/2023 21:30,London,England,United Kingdom,Disk,"Glowing and no sound, very bright.",Y,,
Open,2023/11,11/22/2023 20:00,Reynolds,MO,USA,Orb,Four points of light - kite shapes,,,
Open,2023/11,11/22/2023 17:14,Ferris,TX,USA,Disk,"Abnormal craft that kept lighting up, disappearing, and appearing back up in a different location",Y,Aircraft,
Open,2023/11,11/22/2023 12:20,Lincolnshire,IL,USA,Disk,Saw it over a house while driving.,Y,,
Open,2023/11,11/22/2023 06:20,Tortolita,AZ,USA,Orb,Satellite appearance until it suddenly stopped. Erratic movements after stopping in generalized area.,,,
Open !,2023/11,11/21/2023 20:30,Stillwater,OK,USA,Light,As many as 4 lights were simultaneously observed corroborated with no less than 6-7 other aircraft on Denver Center,Y,,
Open !,2023/11,11/21/2023 19:00,Oklahoma City,OK,USA,Light,Points of light maneuvering in upper atmosphere,Y,,
Open !,2023/11,11/21/2023 14:30,Eugene,OR,USA,Light,I watched a Jet chase a Bright white light across the sky. Almost directly over the Eugene airport sky.,,,
Open,2023/11,11/21/2023 10:15,Sun City West,AZ,USA,Changing,Watching fighter jet and saw a group of small white objects far above the jet that quickly changed shape and moved together NW to SE,Y,,
Open,2023/11,11/21/2023 06:30,La Grande,OR,USA,Light,Bright white light that I thought was a planet. Moved to the southeast and suddenly disappeared completely,,,
Open,2023/11,11/21/2023 04:03,San Clemente,CA,USA,Chevron,Saw a large V shaped object with 6 amber lights move across sky,,,
Open,2023/11,11/21/2023 04:03,Los Angeles,CA,USA,Circle,It is just sitting there like a bright star. When I returned with my phone it had moved a little west.,Y,Planet/Star,
Open,2023/11,11/20/2023 21:20,San Jose,CA,USA,Unknown,An orange light in the sky moving slowly. No flashing lights that an airplane or helicopter would have.,,,
Open,2023/11,11/20/2023 18:53,Bharatpur,Bagmati Province,Nepal,Circle,8 ufo in straight line,,Starlink?,
Open,2023/11,11/20/2023 18:00,Scarborough,ME,USA,Light,Witnessed approximately 20 bright white lights in a diagonal line across the sky shift to be vertical and then one at a time disappear,,Starlink,
Open !,2023/11,11/20/2023 17:15,Halfway,MD,USA,Light,At 1st glance lights (4) appeared slightly higher than street lamps but change into just 2 larger bright lights that tilted & vanished,,,
,2023/11,,,,,,,,,
Open,2023/10,10/31/2023 19:58,Port Angeles,WA,USA,Orb,7 or so bright orbs traveling in formation and as they got to the big dipper changed into V-shape and disappeared.,,,
Open !,2023/10,10/31/2023 19:00,Casa Grande,AZ,USA,Light,Rectangular light fixed in the Northwestern sky for over 3 hours.,Y,,
Open,2023/10,10/31/2023 16:01,"Anchieta, Porto Alegre",Rio Grande do Sul,Brazil,Oval,I have being recording these objects over all airplanes near Salgado Filho Internacional AirPort. Footage reduced 8 times . iPhone XR,Y,Aircraft?,
Open,2023/10,10/31/2023 13:00,Tiverton,RI,USA,Light,A spherical bright light spot that moved faster than planes at that altitude.,,,
Open,2023/10,10/31/2023 12:15,Mount vernon,WA,USA,Unknown,Highly reflective slow moving object.,,,
Open,2023/10,10/31/2023 08:09,Wethersfield,CT,USA,Cigar,Saw a fast moving object.,Y,Aircraft,
Open,2023/10,10/31/2023 06:39,Newton,MA,USA,Circle,Seen bright white circular object above clouds. Traveling at a constant speed. I pulled over to take video.,,,
Open,2023/10,10/31/2023 04:00,Perris,CA,USA,Formation,Saw red blinking lights in formation evenly spaced out and blinking in synchronized manner.,Y,,
Open,2023/10,10/30/2023 20:13,Lubbock,TX,USA,Egg,A big ship like an egg but oval with lights on the bottom,,,
Open,2023/10,10/30/2023 20:00,Tucson,AZ,USA,Triangle,All three edges of triangle glowed blue. Horizon to horizon-5 seconds. No sound at all.,,,
Open,2023/10,10/30/2023 19:55,Duncan,OK,USA,Changing,White light moving across sky expels plume.,Y,Rocket?,
Open,2023/10,10/30/2023 19:54,The Colony,TX,USA,Light,Bright large round object that projects some type of cicular wave fying by,Y,,
Open !,2023/10,10/30/2023 19:52,Garden City,KS,USA,Light,A light moving southwest to the east then changing to a southeast heading,,,
Open,2023/10,10/30/2023 19:51,Hot Springs,AR,USA,Light,I saw a yellow light. It blew a smoke ring as it left the area.,Y,Rocket?,
Open,2023/10,10/30/2023 19:30,Colorado Springs,CO,USA,Orb,Hazy light in sky blows smoke ring,Y,Rocket,
Open,2023/10,10/30/2023 19:04,South Fork,CO,USA,Light,"Saw a very bright light, pushed out halo of light",,Rocket?,
Open,2023/10,10/30/2023 19:00,Cheyenne,WY,USA,Orb,"Fuzz ball coming from the west. Other stars , planets were sharp. Fuzz ball passed heading south east.",,,
Open,2023/10,10/30/2023 18:55,Tijeres,NM,USA,Orb,1 orb with hazy aura,Y,,
Open,2023/10,10/30/2023 18:55,Santa Fe,NM,USA,Orb,Glowing pure white circular orb with halo and small brighter circular center that comprised about 10% of the area of the orb.,,Rocket?,
Open,2023/10,10/30/2023 18:52,Durango,CO,USA,Circle,Glowing object in the sky with a slightly erratic flight pattern moving from SW to SE,Y,Rocket?,
Open,2023/10,10/30/2023 18:52,Windsor,CO,USA,Orb,Fuzzy Soft White light traveling ESE,Y,Rocket,
Open,2023/10,10/30/2023 18:51,Bosque Farms,NM,USA,Light,"I large light, no blinking lights, obscured by a fog in the sky moving to the southeast with no sound. 360 deg pressure wave dispersed.",Y,Rocket?,
Open,2023/10,10/30/2023 18:45,Albuquerque,NM,USA,Light,Slow moving light with antenna in back while moving sprayed particls in shape of smoke ring/circle in front/downward of it.,,Rocket,
Open,2023/10,10/30/2023 17:35,Qingdao,Shandong,China,Flash,A green UFO flashing in the sky,,Drone?,
Open,2023/10,10/30/2023 14:45,Riverton,WY,USA,Circle,White circle with green light,,,
Open,2023/10,10/30/2023 14:43,Veneta,OR,USA,Sphere,White orb disappears,,,
Open,2023/10,10/30/2023 13:57,Whittier,CA,USA,Changing,Was working in the field looked up and saw what seemed to be constellations in the sky and told a friend to see what I see,Y,,
Open,2023/10,10/30/2023 07:55,Burlington,NC,USA,Changing,"Looked up into sky at the moon, saw a whitish-silver, rounded double decker bus shaped object flying in a northern direction",,,
Open,2023/10,10/29/2023 21:20,Craig,CO,USA,Triangle,A large black triangle with red lights on the corners rising slowly in the sky and blinked out of sight,,,
Open,2023/10,10/29/2023 20:12,Egan,LA,USA,Changing,Appears to be an Alien I took pics of in the sky,Y,,
Open,2023/10,10/29/2023 20:09,Holden,UT,USA,Formation,About six lights in alignment with lighted straight line connecting each one.,,Starlink?,
Open,2023/10,10/29/2023 17:13,Elk Grove,CA,USA,Orb,Two orbs seen floating at a high altitude not moving them slowly moving and then dissipating,,,
Open !,2023/10,10/29/2023 11:45,Bayport,NY,USA,Orb,"Son playing outside , witnessed object",Y,,
Open !,2023/10,10/29/2023 05:30,Cowes,England,United Kingdom,Triangle,"Large, quiet, triangular craft flew over 2 witnesses at 05:30 on Sunday morning, off the central southern coast of England",Y,,
Open,2023/10,10/29/2023 04:17,Waldorf,MD,USA,Circle,"I went to take a photo of the full moon, thought I saw a star, went to show my nephew and it dropped from the sky.",Y,,
Open,2023/10,10/29/2023 02:29,Starkville,MS,USA,Other,It stayed still close the moon it also glowed just like the moon. It seem a little bigger than a star.,,Planet/Star,
Open,2023/10,10/29/2023 01:22,Marshville,NC,USA,Sphere,Large bright solid white round object with orange light surrounding it. Silent no trail,,,
Open,2023/10,10/28/2023 21:28,Toronto,ON,Canada,Changing,UFO hovering above vicinity of local park.,Y,Kite,
Open,2023/10,10/28/2023 21:23,Brooklyn,NY,USA,Unknown,We saw something that looked strange in the sky.,Y,,
Open,2023/10,10/28/2023 20:02,Scottsdale,AZ,USA,Other,Bright blinking green light that would change directions very quickly,Y,Drone?,
Open,2023/10,10/28/2023 18:50,Long Beach,CA,USA,Triangle,"5 objects, 3 went into triangle",Y,,
Open,2023/10,10/28/2023 18:40,manchester,NJ,USA,Circle,"orange ring blinking, does loop de loop then disappears",,,
Open,2023/10,10/28/2023 17:27,lurigancho chosica,Lima,Peru,Other,giant ship very close,,,
Open,2023/10,10/28/2023 16:27,Christchurch,Canterbury Region,New Zealand,Other,Object at about 3000 feet,,Bird?,
Open,2023/10,10/28/2023 06:24,Santa Clarita,CA,USA,Orb,"2 amber orbs moving silently across the sky, orbiting each-other as they moved north",,,
Open,2023/10,10/28/2023 05:10,Sandpoint,ID,USA,Light,"First, I thought of the position of the planet Venus at that time…until I took enlarged pictures…",Y,Planet/Star,
Open,2023/10,10/27/2023 22:00,Fort Plain,NY,USA,Orb,"Quick, dark night, large bright orange/amber orb in sky.",,,
Open,2023/10,10/27/2023 21:00,Davis and Woodland (beetween; closer to Davis),CA,USA,Triangle,"Two lights, one still, one moving, another appeared all moving, they got bigger and brighter as if they were getting closer.",,,
Open,2023/10,10/27/2023 20:37,Bear,DE,USA,Orb,Was out walking my dog when I looked up in sky I saw multiple objects hovering,Y,,
Open,2023/10,10/27/2023 20:00,Tacoma,WA,USA,Unknown,"A big light, traveling faster that humanly possible flew over me.",,,
Open,2023/10,10/27/2023 18:47,San diego,CA,USA,Formation,A series of mysterious lights in close proximity of the San Diego military base.,Y,Flares?,
Open !,2023/10,10/27/2023 18:46,San Diego,CA,USA,Orb,Falling Fire Ball Disseminates into Five Hovering Orbs of Light,Y,,
Open,2023/10,10/27/2023 16:54,Kingsburg,CA,USA,Disk,2 silver saucer/disk aircrafts traveling together super fast while maneuvering sporadically,,,
Open,2023/10,10/27/2023 16:44,Red Boiling Springs,TN,USA,Light,Taking Video out airplane window as we started to descend from 37k ft,Y,,
Open,2023/10,10/27/2023 07:45,Kingston,MA,USA,Light,Oscillating Star looking object. 2 blue moving lights that disappeared. One circular flash of light,Y,,
Open,2023/10,10/27/2023 05:54,Sherman Oaks,CA,USA,Unknown,Very Clear Distinct Yellow Light Moving Rapidly from West to East Stopped Immediately Upon Aligning with Venus.,,,
Open,2023/10,10/26/2023 22:30,Arbuckle,CA,USA,Cylinder,There were 4 lights one craft that broke into two and two and went separate directions,,,
Open,2023/10,10/26/2023 21:25,Glen Mills,PA,USA,Orb,A glowing orb that flys straight up,Y,,
Open,2023/10,10/26/2023 19:12,Worcester,MA,USA,Circle,I was driving when I start to see objects going up coming from an area to sky,Y,Starlink,
Open,2023/10,10/26/2023 17:45,Worcester,MA,USA,Formation,3 unknown objects hovering for 10+ minutes,Y,,
Open,2023/10,10/26/2023 17:19,Marshfield,MA,USA,Cigar,"Cigar shades, bright, white, or very white, standing perfectly still next to the line of Plane traffic",Y,Aircraft,
Open,2023/10,10/26/2023 17:16,Tucson,AZ,USA,Unknown,Black hummingbird looking thing coming from the east moving fast to the west,Y,Bird?,
